genre,format,number_of_pages,weight,rating,rating_count,price,year
romance,Paperback,288,322.0,3.8,177093.0,14.93,2016
romance,Paperback,384,266.0,4.04,110400.0,10.47,2021
romance,Paperback,96,96.0,3.81,63495.0,5.81,1992
romance,Paperback,384,260.0,3.87,85715.0,8.46,2019
romance,Paperback,432,232.0,4.04,110400.0,10.62,2015
romance,Paperback,560,373.0,3.99,145263.0,13.27,2012
romance,Paperback,672,460.0,4.37,4511.0,17.35,2018
romance,Paperback,256,184.0,3.37,2795.0,11.89,2008
romance,Paperback,432,300.0,3.48,2188.0,12.73,2011
romance,Paperback,272,196.0,4.026789306511371,552.0,28.94,2017
romance,Paperback,288,340.0,3.8,177093.0,17.09,2016
romance,Paperback,464,300.0,3.92,196740.0,13.63,2018
romance,Paperback,416,280.0,4.34,10234.0,13.78,2021
romance,Paperback,384,295.0,3.78,7485.0,10.63,2012
romance,Paperback,208,120.0,3.73,636.0,8.77,2014
romance,Paperback,708,539.0,4.28,2067.0,26.53,2002
romance,Paperback,176,136.0,3.81,63495.0,11.18,2008
romance,Paperback,48,50.0,4.75,214.0,11.75,2014
romance,Paperback,236,272.0,4.24,1345.0,15.49,2019
romance,Paperback,416,198.0,4.05,2902.0,10.65,2020
romance,Paperback,348,319.0,4.29,52.0,22.28,2000
romance,Paperback,488,319.0,4.58,652.0,19.33,2004
romance,Paperback,384,454.0,3.9,35772.0,11.03,2014
romance,Paperback,680,624.0,4.36,989.0,25.5,2002
romance,Paperback,512,340.0,3.82,31621.0,14.4,2021
romance,Paperback,272,141.0,3.69,10834.0,11.23,2011
romance,Paperback,400,310.0,3.86,338.0,14.28,2008
romance,Paperback,288,202.0,4.21,14261.0,12.7,2004
romance,Paperback,400,191.0,3.9,1933.0,9.99,2009
romance,Paperback,368,253.0,3.9,36088.0,11.35,2021
romance,Paperback,624,450.0,3.87,79756.0,14.32,2001
romance,Paperback,400,292.0,4.01,1200.0,13.27,2014
romance,Paperback,144,319.0,4.3,82.0,23.29,2009
romance,Mixed,336,1.0,4.54,65.0,22.72,2014
romance,Paperback,368,329.0,4.12,347.0,21.51,1999
romance,Paperback,352,245.0,4.09,17036.0,12.94,2004
romance,Paperback,528,388.0,3.57,2620.0,9.34,2010
romance,Paperback,512,388.0,3.81,4062.0,9.34,2009
romance,Paperback,624,426.0,3.87,79756.0,15.58,2011
romance,Paperback,528,346.0,3.96,8242.0,17.35,1991
romance,Paperback,256,181.0,4.07,10556.0,13.05,2011
romance,Paperback,496,227.0,4.29,13039.0,11.55,2014
romance,Paperback,384,704.0,3.88,208.0,18.79,2004
romance,Paperback,288,480.0,4.49,205.0,17.39,2014
romance,Paperback,384,265.0,3.66,2281.0,12.79,2009
romance,Paperback,272,192.0,3.91,9023.0,12.64,2005
romance,Paperback,448,204.0,3.96,2052.0,11.21,2015
romance,Paperback,368,255.0,3.94,9867.0,13.0,2004
romance,Paperback,384,266.0,3.96,9183.0,13.06,2011
romance,Paperback,608,394.0,3.73,524.0,25.66,2010
romance,Paperback,400,260.0,4.05,2902.0,11.21,2020
romance,Paperback,320,223.0,3.88,7724.0,12.82,2004
romance,Paperback,92,100.0,4.41,1939.0,14.53,2016
romance,Paperback,384,319.0,3.98,14333.0,10.96,2018
romance,Hardback,320,319.0,4.33,9.0,88.1,2018
romance,Paperback,576,405.0,4.17,31848.0,13.03,2006
romance,Paperback,288,267.0,3.74,7629.0,13.04,2013
romance,Paperback,256,181.0,3.69,6043.0,12.79,2005
romance,Paperback,256,200.0,3.49,6268.0,13.31,2003
romance,Hardback,320,319.0,4.12,218.0,22.59,2015
romance,Paperback,144,700.0,4.46,250.0,20.04,2017
romance,Paperback,144,319.0,4.28,29.0,43.94,2013
romance,Paperback,320,220.0,3.6,99750.0,11.41,2018
romance,Hardback,288,601.0,3.8,177093.0,33.53,2015
romance,Paperback,544,378.0,3.7,763.0,18.63,2010
romance,Paperback,176,172.0,4.23,1204.0,17.03,2005
romance,Paperback,272,193.0,3.79,1078.0,15.26,2008
romance,Paperback,176,134.0,3.7,2258.0,13.31,1978
romance,Paperback,320,256.0,3.97,1155.0,10.8,2015
romance,Paperback,336,234.0,4.14,29524.0,13.04,2013
romance,Paperback,384,263.0,3.47,4790.0,7.73,2019
romance,Paperback,256,181.0,3.59,5820.0,12.79,2004
romance,Paperback,304,275.0,3.87,14133.0,13.11,2012
romance,Hardback,448,494.0,3.68,4742.0,16.65,2020
romance,Paperback,176,127.0,3.55,5081.0,12.79,2005
romance,Paperback,400,319.0,4.1,10552.0,15.65,2011
romance,Paperback,384,181.0,3.92,7256.0,10.94,2012
romance,Paperback,208,157.0,3.67,298.0,14.07,1991
romance,Paperback,288,202.0,3.56,9849.0,14.05,1997
romance,Paperback,416,330.0,4.18,41926.0,13.51,2016
romance,Paperback,400,197.0,3.97,26338.0,11.38,2015
romance,Paperback,336,303.0,3.88,19015.0,13.27,2012
romance,Paperback,336,238.0,3.68,8074.0,17.95,2006
romance,Paperback,320,187.0,3.85,4233.0,10.94,2013
romance,Paperback,160,222.0,4.06,438.0,16.74,2020
romance,Paperback,274,404.0,4.026789306511371,552.0,16.14,2021
romance,Paperback,208,179.0,3.65,613.0,15.64,2020
romance,Paperback,294,178.0,4.21,6596.0,11.23,2016
romance,Paperback,400,212.0,3.86,12946.0,14.29,2012
romance,Paperback,304,260.0,3.97,35280.0,11.21,2019
romance,Hardback,272,590.0,4.51,2379.0,25.55,2017
romance,Paperback,416,232.0,4.05,10088.0,12.12,1993
romance,Paperback,384,280.0,4.09,1045.0,11.33,2017
romance,Paperback,288,202.0,4.11,1592.0,10.86,2018
romance,Paperback,384,190.0,3.96,17567.0,10.67,2011
romance,Paperback,160,181.0,3.45,22.0,33.28,2004
romance,Paperback,256,240.0,4.39,1635.0,15.8,2017
romance,Paperback,416,280.0,3.9,18323.0,11.33,2021
romance,Paperback,416,300.0,3.84,21695.0,11.44,2009
romance,Paperback,262,259.0,4.26,2356.0,15.03,2019
romance,Paperback,133,173.0,4.23,348.0,18.47,2000
romance,Paperback,288,368.0,4.35,396.0,17.4,2020
romance,Paperback,240,319.0,3.77,527.0,15.27,2011
romance,Paperback,28,50.0,1.0,1.0,9.71,2015
romance,Paperback,144,319.0,3.78,291.0,16.63,2020
romance,Paperback,416,280.0,4.25,248.0,11.07,2021
romance,Paperback,432,259.0,4.25,25609.0,12.49,2000
romance,Paperback,256,139.0,3.67,698.0,18.59,2014
romance,Paperback,384,204.0,3.79,2240.0,17.35,2012
romance,Paperback,278,319.0,3.57,527.0,31.29,2006
romance,Paperback,224,319.0,3.92,8667.0,12.58,2018
romance,Paperback,384,186.0,3.96,15261.0,12.01,2011
romance,Paperback,432,315.0,3.61,2342.0,16.16,2009
romance,Paperback,282,358.0,4.01,894.0,16.42,2020
romance,Hardback,200,319.0,3.5,2.0,44.65,2009
romance,Hardback,208,336.0,3.61,120.0,13.55,2021
romance,Paperback,384,204.0,3.87,4234.0,17.54,2012
romance,Paperback,576,620.0,4.17,606.0,27.19,2007
romance,Paperback,264,295.0,4.32,44170.0,18.31,2017
romance,Others,50,100.0,4.026789306511371,552.0,13.63,2018
romance,Paperback,384,280.0,4.0,83465.0,12.17,2010
romance,Paperback,400,312.0,4.01,1200.0,19.89,2016
romance,Paperback,144,125.0,4.25,163.0,15.83,1984
romance,Paperback,336,198.0,3.99,2915.0,11.03,2014
romance,Paperback,192,213.0,4.16,3292.0,18.04,2017
romance,Paperback,400,213.0,3.85,2852.0,17.59,2012
romance,Paperback,304,363.0,4.17,25392.0,18.41,2013
romance,Paperback,256,193.0,3.95,335850.0,16.75,1995
romance,Paperback,384,200.0,3.99,16758.0,13.26,2011
romance,Paperback,400,198.0,3.68,8481.0,11.09,2011
romance,Paperback,198,319.0,4.07,3535.0,18.04,2016
romance,Paperback,224,252.0,3.99,376.0,17.91,2003
romance,Paperback,176,136.0,3.36,5280.0,8.2,2003
romance,Paperback,820,319.0,4.37,4511.0,35.56,2015
romance,Hardback,240,268.0,3.36,160.0,19.75,2015
romance,Hardback,592,319.0,3.94,154.0,43.61,2017
romance,Hardback,168,76.0,4.21,29.0,8.94,2014
romance,Paperback,306,319.0,3.77,494.0,37.01,1991
romance,Paperback,224,208.0,4.12,317.0,16.63,2007
romance,Paperback,448,181.0,4.28,4291.0,11.54,2016
romance,Paperback,176,231.0,3.57,527.0,19.2,2012
romance,Paperback,384,260.0,3.7,9281.0,11.79,2021
romance,Paperback,272,247.0,3.87,4892.0,10.24,2013
romance,Paperback,432,181.0,3.85,20978.0,10.23,2017
romance,Paperback,304,249.0,3.36,5280.0,11.17,1984
romance,CD-Audio,336,319.0,3.75,61.0,17.91,2015
romance,Paperback,432,295.0,4.23,1662.0,9.6,2020
romance,Paperback,350,513.0,5.0,1.0,19.67,2021
romance,Paperback,496,338.0,3.56,267.0,9.04,2013
romance,Paperback,384,204.0,3.63,5585.0,14.75,2012
romance,Hardback,272,319.0,5.0,2.0,44.48,2017
romance,Paperback,288,202.0,3.86,4020.0,12.79,2013
romance,Paperback,256,251.0,3.43,609.0,12.13,2019
romance,Paperback,242,319.0,3.5,251.0,17.58,2012
romance,Paperback,448,352.0,3.83,7671.0,11.75,2007
romance,Paperback,479,386.0,4.29,5218.0,17.56,2004
romance,Paperback,400,212.0,3.85,6271.0,16.74,2012
romance,Paperback,320,176.0,3.81,2007.0,10.8,2015
romance,Paperback,1120,319.0,4.18,365.0,30.97,1998
romance,Paperback,320,159.0,3.79,1851.0,12.75,2015
romance,Paperback,432,280.0,3.97,9863.0,11.33,2013
romance,Paperback,432,229.0,3.83,1845.0,17.76,2012
romance,Paperback,240,319.0,3.73,320.0,15.11,2005
romance,Paperback,240,319.0,3.73,177.0,23.03,2007
romance,Paperback,352,319.0,3.3,4790.0,15.51,2018
romance,Paperback,512,318.0,3.78,3151.0,18.41,1961
romance,Hardback,208,329.0,4.23,48.0,15.21,2017
romance,Paperback,224,122.0,3.82,1769.0,16.09,2003
romance,Paperback,164,181.0,4.4,168.0,11.95,2019
romance,Paperback,112,319.0,3.58,60.0,17.91,2019
romance,Paperback,320,193.0,4.26,1978.0,10.92,2012
romance,Hardback,144,312.0,4.35,77.0,18.08,2015
romance,Paperback,416,454.0,3.78,5821.0,12.79,2011
romance,Paperback,304,170.0,4.16,1623.0,11.22,2012
romance,Paperback,400,190.0,3.87,12868.0,10.24,2003
romance,Paperback,304,136.0,3.72,2041.0,12.67,2015
romance,Paperback,108,268.0,4.43,7.0,11.16,2017
romance,Paperback,480,227.0,3.87,1084.0,10.94,2014
romance,Paperback,320,231.0,3.48,1295.0,11.04,2006
romance,Paperback,144,319.0,4.0,2.0,18.22,2020
romance,Paperback,416,221.0,3.66,1521.0,18.74,2012
romance,Paperback,572,975.0,3.89,66.0,61.89,2013
romance,Paperback,240,231.0,3.64,592.0,19.01,2011
romance,Paperback,252,361.0,3.9,236.0,15.3,2010
romance,Paperback,384,221.0,4.08,9929.0,11.19,2003
romance,Paperback,288,261.0,3.99,4988.0,12.79,2013
romance,Paperback,266,263.0,4.32,1297.0,14.07,2018
romance,Paperback,320,187.0,3.93,1868.0,12.05,2016
romance,Paperback,304,170.0,4.14,1343.0,11.22,2013
romance,Hardback,256,730.0,4.22,9.0,29.45,2019
romance,Paperback,336,319.0,3.88,1190.0,11.23,2019
romance,Paperback,416,227.0,4.1,1048.0,12.15,2021
romance,Paperback,274,498.0,4.25,100.0,20.47,2000
romance,Paperback,240,304.0,3.37,19.0,19.95,2008
romance,Paperback,400,290.0,3.81,9129.0,11.38,2015
romance,Paperback,416,319.0,4.08,22441.0,11.82,2011
romance,Paperback,400,363.0,3.78,4237.0,17.33,2015
romance,Paperback,384,177.0,3.9,16463.0,15.21,2012
romance,Hardback,336,437.0,3.9,403.0,21.55,2021
romance,Paperback,304,275.0,3.75,8418.0,13.27,2013
romance,Cards,44,310.0,4.48,148.0,15.65,2012
romance,Paperback,352,153.0,3.91,2130.0,11.21,2020
romance,Paperback,384,204.0,3.9,8222.0,11.61,2011
romance,Others,192,319.0,3.5,2.0,21.75,1998
romance,Paperback,336,180.0,3.64,460.0,18.59,2012
romance,Paperback,294,268.0,3.95,1584.0,17.73,2009
romance,Paperback,384,184.0,3.83,1760.0,12.84,2011
romance,Paperback,224,172.0,3.82,1769.0,17.62,2005
romance,Paperback,352,204.0,3.99,1268.0,11.15,2021
romance,Paperback,352,247.0,3.9,7735.0,11.98,2021
romance,Paperback,474,689.0,4.1,385.0,28.97,2019
romance,Paperback,432,200.0,4.14,3059.0,10.3,2015
romance,Paperback,352,247.0,4.13,463.0,11.98,2019
romance,Others,336,39.0,4.026789306511371,552.0,21.19,1969
romance,Paperback,560,437.0,3.5,26.0,13.69,2014
romance,Paperback,368,196.0,3.81,1527.0,17.49,2012
romance,Paperback,224,244.0,3.62,9608.0,16.16,1994
romance,Paperback,592,396.0,3.55,157.0,11.75,2011
romance,Paperback,256,181.0,4.03,300.0,17.78,2006
romance,Paperback,384,200.0,3.68,6581.0,11.83,2008
romance,Paperback,176,102.0,3.81,63495.0,10.74,2013
romance,Paperback,388,710.0,4.19,21.0,41.99,2015
romance,Paperback,288,232.0,3.23,464.0,12.78,2012
romance,Paperback,288,319.0,3.94,41347.0,23.85,2021
romance,Paperback,358,454.0,3.82,10495.0,19.19,2021
romance,Paperback,320,260.0,3.89,474.0,12.22,2021
romance,Paperback,304,224.0,3.9,276.0,16.32,1986
romance,Paperback,432,255.0,4.17,1471.0,11.26,2014
romance,Paperback,272,315.0,4.16,146.0,19.19,2004
romance,Paperback,336,478.0,3.59,443.0,16.83,2018
romance,Paperback,320,223.0,3.36,5280.0,16.12,2009
romance,Paperback,256,181.0,4.09,22.0,14.02,2020
romance,Paperback,52,319.0,4.49,65.0,16.35,2014
romance,Paperback,336,297.0,3.76,131.0,18.47,2010
romance,Paperback,496,343.0,3.83,1369.0,12.28,2013
romance,Hardback,208,319.0,3.83,6.0,30.51,2015
romance,Paperback,352,317.0,3.91,2984.0,12.73,2013
romance,Paperback,344,560.0,3.83,63.0,46.64,1977
romance,Paperback,416,300.0,4.2,3551.0,11.44,2019
romance,Paperback,368,181.0,4.0,5059.0,12.84,2015
romance,Cards,50,319.0,3.0,2.0,15.36,2019
romance,Paperback,288,262.0,4.27,901.0,12.19,2021
romance,Hardback,549,319.0,4.54,39.0,38.71,2006
romance,Paperback,304,319.0,3.99,989.0,10.41,2021
romance,Paperback,384,319.0,3.81,8102.0,11.95,2011
romance,Paperback,374,181.0,3.79,6732.0,11.99,2011
romance,Hardback,158,689.0,3.35,824.0,14.14,2018
romance,Hardback,352,319.0,3.72,107.0,47.02,2014
romance,Paperback,392,574.0,4.5,2.0,30.72,2008
romance,Paperback,384,563.0,4.25,73.0,26.46,1996
romance,Paperback,272,357.0,3.81,63495.0,28.25,2008
romance,Paperback,128,90.0,4.0,66.0,6.98,2011
romance,Paperback,192,319.0,3.63,1427.0,8.58,2015
romance,Paperback,480,319.0,4.04,110400.0,13.16,2021
romance,Paperback,496,346.0,3.53,1282.0,12.3,2015
romance,Paperback,376,319.0,3.98,142.0,36.75,2019
romance,Paperback,320,240.0,3.77,109.0,14.32,2006
romance,Paperback,384,181.0,4.08,2764.0,11.31,2017
romance,Paperback,608,763.0,3.48,84.0,21.13,2012
romance,Paperback,384,181.0,3.97,7365.0,11.39,1997
romance,Hardback,202,771.0,3.88,25.0,34.14,2014
romance,Paperback,352,280.0,4.32,1297.0,11.33,2019
romance,Paperback,464,220.0,3.71,4367.0,10.48,2019
romance,Paperback,64,149.0,2.89,323.0,11.5,2015
romance,Others,16,319.0,4.026789306511371,552.0,11.2,2001
romance,Paperback,160,269.0,3.76,217.0,19.97,2008
romance,Paperback,768,590.0,3.75,552.0,22.72,2014
romance,Paperback,352,200.0,3.91,2250.0,10.98,2017
romance,Paperback,384,136.0,4.03,1366.0,12.67,2016
romance,Paperback,416,181.0,4.02,1725.0,10.79,2017
romance,Paperback,384,319.0,4.25,2707.0,13.73,2004
romance,Paperback,368,196.0,3.87,1153.0,17.35,2012
romance,Paperback,192,132.0,4.03,36.0,14.49,2021
romance,Paperback,604,875.0,4.31,189.0,30.41,2019
romance,Paperback,240,263.0,3.77,527.0,17.61,2005
romance,Paperback,320,159.0,4.04,2520.0,10.34,2016
romance,Paperback,378,431.0,4.09,17036.0,23.51,2009
romance,Paperback,448,540.0,4.49,3451.0,23.03,2020
romance,Paperback,240,319.0,3.8,226.0,15.26,2006
romance,Hardback,168,694.0,3.35,824.0,20.09,2018
romance,Paperback,338,431.0,4.14,7197.0,18.38,2017
romance,Paperback,240,390.0,4.026789306511371,552.0,15.04,1998
romance,Paperback,26,50.0,4.026789306511371,552.0,14.15,2015
romance,Paperback,432,304.0,4.08,44115.0,12.42,2014
romance,Paperback,576,394.0,3.75,385.0,17.35,2010
romance,Paperback,230,436.0,4.026789306511371,552.0,41.52,2021
romance,Paperback,288,202.0,3.69,13474.0,13.15,2018
romance,Paperback,138,154.0,3.81,63495.0,11.48,2015
romance,Paperback,384,188.0,3.96,5913.0,11.7,2004
romance,Paperback,304,147.0,3.76,5710.0,11.86,2014
romance,Paperback,164,250.0,3.81,63495.0,10.55,2011
romance,Paperback,576,875.0,3.96,8242.0,23.61,1993
romance,Paperback,384,260.0,4.13,19725.0,11.79,2020
thriller,Paperback,352,247.0,4.12,767689.0,9.58,2020
thriller,Paperback,384,300.0,3.91,94453.0,13.27,2017
thriller,Paperback,400,276.0,3.79,42267.0,10.62,2018
thriller,Paperback,432,296.0,4.0,29574.0,11.03,2018
thriller,Paperback,512,353.0,3.94,202335.0,11.49,2014
thriller,Paperback,384,260.0,3.8,4897.0,9.65,2019
thriller,Paperback,560,391.0,3.94,85195.0,11.7,2017
thriller,Paperback,400,274.0,3.96,73540.0,11.06,2017
thriller,Paperback,384,500.0,4.64,132.0,20.22,2021
thriller,Paperback,1088,720.0,4.33,77708.0,11.65,2021
thriller,Paperback,480,320.0,4.22,55813.0,9.34,2018
thriller,Paperback,400,280.0,4.18,10933.0,10.54,2021
thriller,Paperback,560,386.0,4.27,42580.0,9.6,2021
thriller,Paperback,336,239.0,3.82,28748.0,8.35,2020
thriller,Paperback,448,312.0,4.2,24005.0,10.72,2015
thriller,Paperback,336,260.0,3.85,14615.0,10.26,2018
thriller,Paperback,384,260.0,4.28,17199.0,7.44,2018
thriller,Paperback,432,290.0,3.77,3081.0,11.39,2010
thriller,Paperback,368,254.0,3.82,12496.0,10.95,2017
thriller,Paperback,544,380.0,4.13,50490.0,11.46,2020
thriller,Paperback,400,276.0,4.18,23028.0,10.52,2018
thriller,Paperback,336,271.0,4.03,7929.0,7.6,2018
thriller,Paperback,336,240.0,3.91,53196.0,10.32,2019
thriller,Paperback,496,340.0,4.11,6555.0,11.42,2016
thriller,Paperback,416,280.0,3.65,7694.0,9.12,2020
thriller,Paperback,432,298.0,4.28,3528.0,10.24,2021
thriller,Paperback,352,281.0,4.29,5059.0,10.14,2018
thriller,Paperback,1008,680.0,4.02,203306.0,14.08,2011
thriller,Paperback,480,340.0,4.2,31737.0,9.45,2021
thriller,Paperback,400,216.0,3.84,94982.0,12.42,2013
thriller,Paperback,352,284.0,4.35,5509.0,11.06,2017
thriller,Paperback,352,248.0,3.77,33395.0,10.37,2017
thriller,Paperback,416,284.0,4.18,6670.0,10.96,2008
thriller,Paperback,368,294.0,4.21,6417.0,11.02,2017
thriller,Paperback,400,274.0,3.96,27149.0,10.51,2018
thriller,Paperback,336,230.0,3.94,7677.0,10.65,2018
thriller,Paperback,528,380.0,3.91,26917.0,11.24,2017
thriller,Paperback,320,218.0,3.67,198781.0,12.33,2018
thriller,Paperback,416,292.0,4.16,7007.0,11.0,2008
thriller,Paperback,320,397.0,3.89,6769.0,20.1,2020
thriller,Paperback,464,310.0,3.89,6301.0,10.81,2015
thriller,Paperback,464,316.0,4.11,5948.0,11.14,2010
thriller,Paperback,438,426.0,4.46,1930.0,15.45,2021
thriller,Paperback,944,319.0,4.33,77708.0,27.54,2020
thriller,Paperback,368,268.0,3.57,45858.0,13.15,2020
thriller,Hardback,336,540.0,4.18,10933.0,22.09,2020
thriller,Paperback,288,204.0,3.72,25365.0,10.13,2017
thriller,Paperback,544,375.0,4.14,2797484.0,11.06,2015
thriller,Paperback,400,282.0,4.07,4619.0,10.95,2016
thriller,Paperback,400,520.0,4.52,14046.0,20.57,2021
thriller,Paperback,400,260.0,4.39,12988.0,10.82,2017
thriller,Paperback,432,300.0,4.14,18059.0,9.57,2020
thriller,Paperback,384,508.0,3.56,101040.0,11.56,2012
thriller,Paperback,432,302.0,4.29,3234.0,11.63,2021
thriller,Paperback,512,351.0,4.19,41622.0,13.27,2019
thriller,Hardback,384,640.0,3.77,55833.0,15.86,2021
thriller,Paperback,400,254.0,3.48,16533.0,8.74,2012
thriller,Paperback,480,330.0,4.09,38453.0,13.27,2016
thriller,Paperback,352,244.0,3.83,11183.0,11.55,2015
thriller,Paperback,368,255.0,3.85,5272.0,11.73,2017
thriller,Paperback,384,267.0,3.75,69602.0,10.86,2016
thriller,Paperback,480,330.0,4.14,3332.0,12.22,2020
thriller,Paperback,400,277.0,4.04,30354.0,13.12,2017
thriller,Paperback,512,351.0,4.4,11751.0,13.27,2019
thriller,Paperback,496,340.0,3.98,30197.0,11.84,2010
thriller,Paperback,528,360.0,4.33,38656.0,9.26,2021
thriller,Paperback,400,277.0,3.95,23528.0,13.12,2020
thriller,Paperback,448,300.0,4.36,4744.0,11.62,2020
thriller,Paperback,736,363.0,4.18,73069.0,13.55,1997
thriller,Hardback,400,620.0,4.42,838.0,17.92,2021
thriller,Paperback,512,371.0,3.83,7367.0,11.19,2016
thriller,Paperback,560,388.0,4.29,5158.0,12.12,2017
thriller,Paperback,640,437.0,4.31,29994.0,14.48,2016
thriller,Paperback,464,325.0,4.37,11886.0,14.71,2020
thriller,Paperback,400,280.0,4.52,2734.0,8.89,2020
thriller,Paperback,352,280.0,4.27,4160.0,10.94,2020
thriller,Paperback,432,520.0,4.33,38656.0,21.91,2020
thriller,Paperback,384,292.0,3.66,1239.0,22.8,2014
thriller,Paperback,528,360.0,3.74,78497.0,11.96,2017
thriller,Paperback,368,480.0,4.39,18207.0,21.47,2020
thriller,Paperback,416,288.0,3.8,61080.0,10.98,2020
thriller,Paperback,452,440.0,4.026789306511371,552.0,15.16,2021
thriller,Paperback,496,336.0,4.16,6070.0,11.82,2014
thriller,Paperback,336,420.0,4.18,10933.0,21.13,2020
thriller,Paperback,448,307.0,4.27,18731.0,13.27,2013
thriller,Paperback,480,320.0,4.52,14046.0,12.15,2021
thriller,Paperback,544,286.0,4.0,210302.0,13.31,2016
thriller,Paperback,512,340.0,4.16,5587.0,11.84,2019
thriller,Paperback,384,270.0,3.67,26565.0,11.26,2017
thriller,Paperback,544,366.0,3.94,86989.0,9.95,2016
thriller,Paperback,592,413.0,3.91,2169.0,13.71,2010
thriller,Paperback,496,336.0,4.07,2454.0,11.82,2018
thriller,Paperback,576,397.0,4.15,6185.0,11.89,2018
thriller,Paperback,576,401.0,4.08,4686.0,12.19,2015
thriller,Paperback,496,344.0,4.04,4399.0,11.87,2018
thriller,Paperback,512,351.0,4.35,9696.0,13.27,2013
thriller,Paperback,480,340.0,3.97,72674.0,9.8,2017
thriller,Paperback,512,352.0,4.27,8832.0,9.58,2021
thriller,Paperback,512,360.0,4.15,1832.0,11.33,2017
thriller,Paperback,384,274.0,3.31,61332.0,11.77,2017
thriller,Paperback,416,285.0,4.17,8416.0,10.96,2010
thriller,Paperback,448,310.0,4.13,1923.0,11.11,2019
thriller,Hardback,400,660.0,4.03,8896.0,16.63,2021
thriller,Paperback,448,300.0,4.28,5857.0,11.05,2019
thriller,Paperback,416,297.0,4.17,12284.0,11.03,2010
thriller,Paperback,560,384.0,3.85,4668.0,12.1,2018
thriller,Paperback,512,351.0,4.43,14580.0,13.27,2018
thriller,Paperback,400,480.0,4.42,838.0,22.49,2021
thriller,Paperback,384,266.0,3.87,89063.0,13.06,2019
thriller,Paperback,384,262.0,4.23,11883.0,10.83,2015
thriller,Paperback,592,394.0,4.0,3151.0,12.15,2011
thriller,Paperback,336,227.0,3.55,13900.0,12.14,2017
thriller,Paperback,352,245.0,3.84,31656.0,10.74,2018
thriller,Hardback,480,319.0,3.83,248.0,23.27,2021
thriller,Paperback,496,360.0,3.91,22205.0,11.13,2019
thriller,Paperback,416,340.0,4.09,986.0,12.1,2013
thriller,Paperback,544,373.0,3.83,102842.0,13.27,2020
thriller,Paperback,416,278.0,4.13,19286.0,11.89,2017
thriller,Paperback,480,238.0,3.99,38429.0,11.06,2008
thriller,Paperback,464,360.0,3.68,30259.0,11.96,2016
thriller,Hardback,352,319.0,2.96,16320.0,20.52,2019
thriller,Paperback,512,356.0,4.0,2946.0,11.94,2018
thriller,Paperback,608,400.0,3.99,2950.0,13.0,2010
thriller,Paperback,416,303.0,4.04,35064.0,7.0,2016
thriller,Paperback,464,319.0,4.46,10023.0,12.18,2020
thriller,Paperback,528,360.0,4.17,9029.0,11.96,2010
thriller,Paperback,432,297.0,4.11,6056.0,11.03,2012
thriller,Paperback,496,319.0,4.38,13161.0,13.75,2013
thriller,Paperback,416,290.0,3.83,6673.0,12.83,2014
thriller,Paperback,736,520.0,4.35,6040.0,14.51,2009
thriller,Paperback,320,200.0,4.0,1.0,10.85,2021
thriller,Paperback,528,362.0,3.86,147721.0,13.27,2016
thriller,Paperback,544,380.0,4.16,6639.0,12.07,2012
thriller,Paperback,416,540.0,4.18,1666.0,21.63,2021
thriller,Paperback,464,324.0,4.32,5756.0,11.19,2016
thriller,Paperback,416,278.0,4.05,98309.0,13.13,2019
thriller,Paperback,496,339.0,4.51,8927.0,13.27,2015
thriller,Paperback,448,300.0,4.39,18207.0,12.03,2021
thriller,Paperback,512,249.0,4.49,6826.0,12.93,2020
thriller,Paperback,400,319.0,4.026789306511371,552.0,13.72,2022
thriller,Paperback,464,328.0,3.82,25435.0,13.4,2017
thriller,Paperback,320,326.0,3.93,306.0,37.75,2018
thriller,Paperback,608,400.0,4.27,3477.0,12.19,2009
thriller,Paperback,560,308.0,4.01,26522.0,11.91,2018
thriller,Paperback,416,280.0,4.026789306511371,552.0,10.94,2021
thriller,Paperback,416,288.0,4.02,2118.0,10.98,2019
thriller,Paperback,496,342.0,4.17,8209.0,11.86,2010
thriller,Paperback,368,256.0,4.35,14645.0,10.55,2019
thriller,Paperback,560,678.0,3.85,12295.0,21.25,2020
thriller,Paperback,464,249.0,4.09,78685.0,12.35,2020
thriller,Paperback,576,400.0,4.03,417270.0,13.0,2016
thriller,Paperback,480,339.0,4.15,9160.0,11.27,2010
thriller,Paperback,464,320.0,4.38,19067.0,11.73,2016
thriller,Paperback,464,319.0,4.2,9315.0,11.72,2018
thriller,Paperback,416,290.0,3.7,7630.0,7.99,2016
thriller,Paperback,464,319.0,4.22,7583.0,13.27,2020
thriller,Paperback,416,290.0,4.26,10955.0,13.27,2017
thriller,Hardback,432,653.0,4.29,3234.0,22.62,2021
thriller,Paperback,400,260.0,4.43,12084.0,10.82,2018
thriller,Paperback,320,260.0,4.4,3155.0,10.43,2021
thriller,Paperback,544,362.0,3.99,7514.0,11.97,2017
thriller,Hardback,544,680.0,4.45,4301.0,23.82,2021
thriller,Paperback,496,340.0,4.32,5596.0,11.84,2017
thriller,Paperback,480,257.0,4.02,4969.0,11.78,2006
thriller,Paperback,528,366.0,4.15,5063.0,11.99,2015
thriller,Paperback,272,227.0,3.91,4032.0,17.36,2006
thriller,Paperback,416,508.0,4.27,42580.0,27.8,2019
thriller,Paperback,512,370.0,4.44,9563.0,13.17,2014
thriller,Paperback,576,400.0,4.33,5519.0,13.0,2009
